ads_id,price,description,address,lat,lng
1,1819.0,,"Espoo, Soukka, Kaskilaaksontie 3",60.1401262,24.6639853
2,1124.0,,"Espoo, Tuomarila, Ratavallintie 8 B",60.2077609,24.6777738
