ads_id,price,description,address,lat,lng
1378,1358.0,,"Helsinki, Peramiehenkatu 15",0,0
1379,2177.0,,"Helsinki, Herttoniemi, Hitsaajankatu 12",0,0
1380,1547.0,,"Helsinki, Herttoniemi, Hitsaajankatu 12",0,0
1381,1395.0,,"Helsinki, Ullanlinna, Tarkkampujankatu 14",0,0
1382,1048.0,,"Espoo, Matinkyla, Matinniitynkuja 6",0,0
1383,1350.0,,"Helsinki, Etela-Haaga, Kangaspellontie 5",0,0
1384,1383.0,,"Helsinki, Jatkasaari, Kap Hornin katu 8",0,0
1385,3900.0,,"Helsinki, Kulosaari, Kulosaaren Puistotie 32 A",0,0
1386,648.0,,"Espoo, Kivenlahti, Aallonhuippu 4",0,0
1387,961.0,,"Helsinki, Malminkartano, Juustenintie 4 A",0,0
1388,1750.0,,"Helsinki, Katajanokka, Katajanokanranta 7 D",0,0
1389,980.0,,"Espoo, Niittymaa, Malmiportti 4",0,0
1390,1262.0,,"Espoo, Tapiola, Riistapolku 4",0,0
1391,1110.0,,"Helsinki, Kantelettarentie 8",0,0
1392,998.0,,"Espoo, Kuninkainen, Herttuantie 4",0,0
1393,1547.0,,"Helsinki, Herttoniemi, Hitsaajankatu 12",0,0
1394,3200.0,,"Helsinki, Kamppi, Yrjonkatu 34 A",0,0
1395,906.0,,"Helsinki, Kalasatama, Capellan puistotie 3 C",0,0
1396,780.0,,"Helsinki, Vallila, Sturenkatu 27",0,0
1397,450.0,,"Helsinki, Vallila, Sturenkatu 27",0,0
1398,1825.0,,"Helsinki, Jatkasaari, Rionkatu 11",0,0
1399,1920.0,,"Espoo, Olari, Ellipsikuja 9",0,0
1400,1009.0,,"Helsinki, Aleksis kiven katu 62",0,0
1401,1866.0,,"Helsinki, Fredrikinkatu 30",0,0
1402,1343.0,,"Helsinki, Karjalankatu 14",0,0
1403,796.0,,"Espoo, Kivenlahti, Aallonhuippu 4",0,0
