ads_id,price,description,address,lat,lng
710,1008.0,,"Helsinki, Kannelmaki, Klaneettipolku 7",60.23897950000001,24.8749417
711,1100.0,,"Helsinki, Ullanlinna, Vuorimiehenkatu 14 C",60.15918560000001,24.9448832
712,963.0,,"Espoo, Ratamotie 6",60.23200989999999,24.7756945
713,950.0,,"Helsinki, Viikki, Katariina Saksilaisen katu 11",60.2162385,24.9859434
714,1650.0,,"Espoo, Malminmaki, Malminmaentie 5",60.1811079,24.6839356
715,2600.0,,"Espoo, Haukilahti, Pitkankallionkuja 4",60.1585987,24.7808559
716,850.0,,"Helsinki, Kruununhaka, Liisankatu 12",60.1740817,24.9559006
717,846.0,,"Espoo, Leppavaara, Leirikaari 24",60.2104578,24.8076937
718,1397.0,,"Helsinki, Pikku Huopalahti, Taavetinaukio 3, Taavetinkuja 11",60.1998348,24.8956531
719,859.0,,"Helsinki, Pajamaki, Pajamaentie 7",60.2189578,24.8566622
720,985.0,,"Espoo, Laajalahti, Heinjoenpolku 2 P-Y",60.2035545,24.802476
721,750.0,,"Espoo, Kilo, Kilontie 8 F",60.21937149999999,24.7778618
722,1050.0,,"Espoo, Otaniemi, Kivimiehentie 2",60.17986649999999,24.8287218
723,1080.0,,"Helsinki, Kannelmaki, Hanuripolku 6",60.2389869,24.88358
724,936.0,,"Helsinki, Etela-Haaga, Vanha Viertotie 9",60.2105514,24.8860446
725,1004.0,,"Espoo, Matinkyla, Markkinakatu 2",60.1603426,24.737268
726,1224.0,,"Espoo, Matinkyla, Markkinakatu 2",60.1603426,24.737268
727,938.0,,"Espoo, Tapiola, Neulaspolku 1",60.17870959999999,24.81409
728,6000.0,,"Espoo, Westend, Westendintie 45 B",60.16113739999999,24.8015325
729,1600.0,,"Helsinki, Ullanlinna, Laivurinkatu 35 B",60.1588349,24.9421833
730,1581.0,,"Helsinki, Jatkasaari, Kap Hornin katu 8",60.15762050000001,24.9203444
731,985.0,,"Espoo, Matinkyla, Matinpuronkuja 2",60.1628376,24.7542227
732,985.0,,"Espoo, Matinkyla, Matinpuronkuja 2",60.1628376,24.7542227
733,995.0,,"Helsinki, Keskusta, Kalevankatu 9",60.17332440000001,24.9410248
734,1650.0,,"Helsinki, Vuosaari, Pienenvillasaarentie 13",60.22235200000001,25.1456256
735,1265.0,,"Espoo, Kilo, Trillakatu 2",60.2170559,24.7859315
736,1560.0,,"Helsinki, Suutarila, Tapulikaupungintie 15",60.2769966,25.0346193
737,1160.0,,"Espoo, Jouppi, Joupinmaensyrja 3",60.2054911,24.6559001
738,1160.0,,"Espoo, Kilo, Trillakatu 3",60.21741549999999,24.7861317
