ads_id,price,description,address,lat,lng
900,1371.96,,"Espoo, Leppavaara, Linnatullinkatu 1",60.2189922,24.8083298
901,1659.0,,"Helsinki, Pohjois-Haaga, Eliel Saarisen tie 10",60.22563039999999,24.8994445
902,1095.0,,"Helsinki, Meilahti, Kuusitie 9",60.1947926,24.8985223
903,1145.0,,"Helsinki, Pikku Huopalahti, Tilkankatu 6",60.2030751,24.8942589
904,1160.0,,"Espoo, Leppavaara, Bertel Jungin aukio 4",60.21681449999999,24.8142201
905,1015.0,,"Espoo, Painiitty, Pikkulotankuja 4 E",60.2054911,24.6559001
906,1990.0,,"Helsinki, Ullanlinna, Korkeavuorenkatu 2 a",60.15977770000001,24.946434
907,1082.0,,"Espoo, Kivenlahti, Kivenlahdenkatu 4",60.15486749999999,24.6316793
908,1598.0,,"Espoo, Nuottalahti, Nuottalahdentie 32",60.15102619999999,24.7268626
909,886.0,,"Espoo, Ymmersta, Ullantorpantie 1",60.2057557,24.704242
910,895.0,,"Helsinki, Vesala, Rekipellontie 8 B",60.2386079,25.0944914
911,950.0,,"Espoo, Tapiola, Otsolahdentie 18",60.17850139999999,24.8178085
912,980.0,,"Helsinki, Toolo, Caloniuksenkatu 7 A",60.1746003,24.9211416
913,1075.0,,"Helsinki, Reimarla, Piispantie 2",60.2296223,24.8469396
914,1350.0,,"Helsinki, Kamppi, Kalevankatu 21 A",60.166433,24.9350958
915,990.0,,"Espoo, Matinkyla, Etuniementie 4 B",60.1600943,24.7236322
916,2000.0,,"Helsinki, Hietalahti, Eerikinkatu 43 B",60.1636574,24.9248873
917,1000.0,,"Helsinki, Lauttasaari, Taivaanvuohentie 9 b 26",60.16172759999999,24.8816953
918,1060.0,,"Espoo, Matinkyla, Matinniitynkuja 3 B 42",60.1598838,24.7443331
919,1420.0,,"Helsinki, Punavuori, Bulevardi 52",60.161975,24.9308874
920,890.0,,"Espoo, Leppavaara, Postipuuntie 10",60.22213300000001,24.8232777
921,840.0,,"Helsinki, Kamppi, Koydenpunojankatu 8",60.16380239999999,24.9239742
922,813.42,,"Espoo, Vesirattaanmaki, Vesirattaanmaki 1",60.2266801,24.665944
