ads_id,price,description,address,lat,lng
1271,2119.0,,"Espoo, Kilo, Kilontie 8",60.21937149999999,24.7778618
1272,2777.0,,"Espoo, Leppavaara, Porarinkatu 7",60.22511729999999,24.8178605
1273,1114.0,,"Espoo, Otaniemi, Kivimiehentie 2",60.17986649999999,24.8287218
1274,1070.0,,"Helsinki, Merihaka, Hakaniemenranta14",60.1783416,24.9602142
1275,1300.0,,"Helsinki, Etela-Haaga, Kangaspellontie 3",60.2095776,24.8849252
1276,2276.0,,"Helsinki, Albertinkatu 31",60.16509790000001,24.9324138
1277,889.0,,"Espoo, Tuomarila, Kulovalkeantie 14 A",60.20669799999999,24.6819757
1278,1765.0,,"Espoo, Olari, Maapallonkatu 8",60.1707624,24.7261621
1279,2326.0,,"Helsinki, Pasila, Aleksis Kiven katu 39",60.19497459999999,24.9394385
1280,670.0,,"Helsinki, Kruununhaka, Liisankatu 16 D",60.1740581,24.9543773
1281,808.0,,"Espoo, Soukka, Kaskivuorenkuja 3",60.14009979999999,24.6655698
1282,2528.0,,"Espoo, Karakallio, Ratamotie 2",60.23113249999999,24.7768915
1283,939.0,,"Espoo, Viherlaakso, Viherlaaksonranta 3",60.2262011,24.7309752
1284,1100.0,,"Helsinki, Ruoholahti, Messipojankuja 4 B",60.160081,24.9104127
