ads_id,price,description,address,lat,lng
634,790.0,,"Espoo, Espoon keskus, Valakuja 2 C",60.2031927,24.661925
635,990.0,,"Espoo, Espoon keskus, Valakuja 2 D",60.2031927,24.661925
636,920.0,,"Helsinki, Rastila, Retkeilijankatu 3 A",60.20592319999999,25.1204993
637,955.0,,"Espoo, Olari, Piispanpiha 5",60.1645007,24.7333022
638,1275.0,,"Espoo, Laaksolahti, Rastasniityntie 1",60.23332929999999,24.7529177
639,3500.0,,"Helsinki, Kuusisaari, Krogiuksentie 11",60.1848693,24.8621542
640,950.0,,"Espoo, Iivisniemi, Iivisniemenkatu 4",60.14897680000001,24.6908472
641,1007.0,,"Espoo, Laaksolahti, Rastasniityntie 1",60.23332929999999,24.7529177
642,1221.0,,"Helsinki, Konala, Ristipellontie 6",60.2386042,24.8519191
643,990.0,,"Espoo, Matinkyla, Elsankuja 5 D",60.15623290000001,24.742512
644,1350.0,,"Helsinki, Siltasaari, Saastopankinranta 4 D",60.1792656,24.9480233
645,1042.0,,"Helsinki, Tapulikaupunki, Kasityolaisentie 4-10",60.2732085,25.033676
646,843.0,,"Helsinki, Tapulikaupunki, Kasityolaisentie 4-10",60.2732085,25.033676
647,1471.0,,"Helsinki, Tapulikaupunki, Kasityolaisentie 4-10",60.2732085,25.033676
648,1790.0,,"Espoo, Kivenlahti, Meriusva 5 A",60.1550538,24.6355801
649,1690.0,,"Helsinki, Punavuori, Iso Roobertinkatu 7 A 5 B",60.1637954,24.9426317
650,902.0,,"Espoo, Haukilahti, Hauenkalliontie 12-14",60.1623434,24.7689668
651,990.0,,"Espoo, Haukilahti, Hauenkalliontie 12-14",60.1623434,24.7689668
652,959.0,,"Espoo, Laajalahti, Heinjoenpolku 2 A-J",60.2035545,24.802476
653,1189.0,,"Helsinki, Pikku Huopalahti, Tilkankatu 6",60.2030751,24.8942589
654,1970.0,,"Helsinki, Toolo, Dobelninkatu 3",60.1780427,24.9237659
655,982.0,,"Helsinki, Malminkartano, Juustenintie 4 B",60.24439779999999,24.8677771
656,890.0,,"Espoo, Haukilahti, Kiiskeneva 2",60.1646512,24.7759257
657,1440.0,,"Espoo, Soukka, Kartanonkuja",60.1351533,24.66632
658,1173.0,,"Espoo, Espoonlahti, Ulappakatu 1",60.1508655,24.6550839
659,780.0,,"Espoo, Espoon keskus, Valakuja 2 B",60.2031927,24.661925
