ads_id,price,description,address,lat,lng
1203,2474.0,,"Helsinki, Suursuontie 14",60.23395650000001,24.9377215
1204,1262.0,,"Helsinki, Vihdintie 6",60.2106091,24.8879972
1205,805.46,,"Espoo, Vesirattaanmaki, Vesirattaanmaki 1",60.2266801,24.665944
1206,969.0,,"Espoo, Kivenlahti, Aalto 4",60.1499987,24.639388
1207,796.0,,"Espoo, Kivenlahti, Aallonhuippu 4",60.1509698,24.6379218
1208,1340.0,,"Espoo, Leppavaara, Itsehallintotie 6",60.2109848,24.823317
1209,1920.0,,"Helsinki, Toolontorinkatu 6",60.1785697,24.9247724
1210,1550.0,,"Helsinki, Vuosaari, Solvikinkatu 10",60.202949,25.1568923
1211,1450.0,,"Helsinki, Kluuvi, Mikonkatu 11",60.17022650000001,24.9455153
1212,1315.0,,"Helsinki, Pikku Huopalahti, Tilkankatu 23b",60.20099689999999,24.8957478
1213,1915.0,,"Helsinki, Mannerheimintie 81",60.19295049999999,24.9083795
1214,1102.0,,"Espoo, Tuomarila, Kulovalkeantie 4",60.2092543,24.679118
1215,1462.0,,"Espoo, Muurala, Vanha Muuralantie 2",60.2120159,24.6427379
1216,907.0,,"Espoo, Lintuvaara, Kiskottajankuja 2",60.2299168,24.8140589
1217,857.0,,"Espoo, Perkkaa, Perkkaantie 3 A",60.21709559999999,24.8214568
1218,857.0,,"Espoo, Perkkaa, Perkkaantie 3 A",60.21709559999999,24.8214568
1219,969.0,,"Helsinki, Malminkartano, Juustenintie 4 A",60.24439779999999,24.8677771
1220,1200.0,,"Helsinki, Kaivopuisto, Pietarinkatu 1C",60.15813430000001,24.9520139
1221,1050.0,,"Helsinki, Taka-Toolo, Valskarinkatu 4",60.17781919999999,24.9208993
1222,971.0,,"Espoo, Kivenlahti, Aalto 4",60.1499987,24.639388
1223,955.0,,"Espoo, Suurpelto, Henttaan puistokatu 8",60.18554779999999,24.7435808
1224,1262.0,,"Helsinki, Hameentie 37",60.1889291,24.9641753
1225,3066.0,,"Helsinki, Albertinkatu 31",60.16509790000001,24.9324138
