ads_id,price,description,address,lat,lng
335,1900.0,,"Helsinki, Lauttasaari, Otavantie 7 A",60.15917570000001,24.8799904
336,1200.0,,"Helsinki, Lauttasaari, Lokkikuja 1 A",60.16064739999999,24.8597333
337,2195.0,,"Helsinki, Katajanokka, Katajanokanranta 7",60.1662672,24.9748696
338,820.0,,"Helsinki, Alppila, Viipurinkatu 9 A",60.19119490000001,24.9430845
339,989.0,,"Espoo, Tapiola, Tietajantie 11",60.18736229999999,24.8035085
340,680.0,,"Helsinki, Lansi-Pakila, Valitalontie 38B",60.2466415,24.9347788
341,822.0,,"Espoo, Lintuvaarantie 21",60.2262258,24.8122117
342,765.0,,"Helsinki, Lauttasaari, Melkonkatu 8",60.1490349,24.883381
343,1800.0,,"Helsinki, Katajanokka, Luotsikatu 6 E",60.16782569999999,24.9643819
344,1177.0,,"Helsinki, Kamppi, Eerikinkatu 41",60.1638959,24.9255666
345,1409.0,,"Helsinki, Vuosaari, Jauhajankuja 2",60.17332440000001,24.9410248
346,1308.0,,"Helsinki, Itakeskus, Vanhanlinnantie 3",60.2144655,25.0878091
347,4900.0,,"Espoo, Espoonlahdenranta 21",60.1455158,24.6402548
348,1219.0,,"Helsinki, Malmi, Helatehtaankatu 3",60.25461819999999,25.0196263
349,930.0,,"Helsinki, Lauttasaari, Italahdenkatu 14",60.15074929999999,24.8809317
350,1046.0,,"Espoo, Kiltakallio, Valakuja 8",60.2032944,24.6600139
351,1046.0,,"Helsinki, Pihlajamaki, Maasalvantie 5-9",60.23591649999999,25.0105861
352,1226.0,,"Helsinki, Itakeskus, Vanhanlinnantie 3",60.2144655,25.0878091
353,951.0,,"Helsinki, Malmi, Yla-Malmin tori 3",60.2524553,25.0092597
354,996.0,,"Espoo, Espoon keskus, Sinettikuja 3",60.2018361,24.6577675
